customerid,orderid,rank_id
2117781,14587660,2
2117781,15298523,3
2117782,16112577,1
2117782,17104073,2
2117784,15077318,1
2117786,14490649,1
2117786,14575855,2
2117786,14629269,3
2117786,14659788,4
2117786,14854354,5
2117786,14854502,6
2117786,15181787,7
2117791,14436339,1
2117791,14808400,2
2117791,15456458,3
2117791,15956482,4
2117791,16127692,5
2117791,17332746,6
2117797,15269723,1
2117797,16247295,2
2117797,16248769,3
2117797,16382007,4
2117797,16573623,5
2117798,14436779,1
2117799,16746000,1
2117800,14437049,1
2117802,14814034,1
2117802,15001767,2
2117802,15788170,3
2117803,15393494,1
2117803,15991216,2
2117803,16274449,3
2117803,16847735,4
2117803,17466041,5
2117806,15308945,1
2117806,16071677,2
2117809,14436149,1
2117809,14846390,2
2117809,15756417,3
2117809,15883162,4
2117809,16067937,5
2117809,16909907,6
2117809,17061564,7
2117811,14436320,1
2117811,15267874,2
2117812,14436171,1
2117815,14436170,1
2117815,14436255,2
2117815,14436385,3
2117817,14437748,1
2117817,14830246,2
2117817,15525886,3
2117817,15634126,4
2117817,16028522,5
2117817,16524045,6
2117820,16693667,1
2117821,14436258,1
2117821,15124311,2
2117821,15181083,3
2117821,16780311,4
2117823,14436446,1
2117823,15571575,2
2117824,15062784,1
2117829,14436663,1
2117829,14668241,2
2117829,14706066,3
2117829,15596318,4
2117829,15600282,5
2117829,15769363,6
2117829,15771950,7
2117834,14507908,1
2117834,14540017,2
2117834,14637054,3
2117834,14698131,4
2117834,14789790,5
2117834,15052040,6
2117834,15346130,7
2117834,15409554,8
2117834,15409926,9
2117834,15410148,10
2117834,15413812,11
2117834,15552764,12
2117834,16450651,13
2117834,16772173,14
2117834,17441864,15
2117834,17442058,16
2117836,14436420,1
2117836,14845268,2
2117836,15305996,3
2117837,14806583,1
2117841,14437271,1
2117841,14683152,2
2117841,14683918,3
2117845,14436701,1
2117846,15998101,1
2117846,17221816,2
2117848,14436762,1
2117853,14835858,1
2117853,16005888,2
2117854,14437597,1
2117856,14523247,1
2117856,14523704,2
2117859,14437761,1
2117859,15603437,2
2117859,17327562,3
2117859,17331210,4
2117859,17332165,5
2117861,14469694,1
2117863,16299223,1
2117866,14436899,1
2117866,14461344,2
2117866,14578819,3
2117866,14842980,4
2117866,15266074,5
2117866,15291330,6
2117866,15333131,7
2117866,15464005,8
2117866,15553118,9
2117866,15750665,10
2117866,16227809,11
2117866,16388975,12
2117866,16617740,13
2117866,16689254,14
2117866,16903393,15
2117866,17274595,16
2117866,17315164,17
2117866,17315222,18
2117866,17362805,19
2117866,17536916,20
2117867,14440271,1
2117867,14800849,2
2117867,14810789,3
2117867,16666400,4
2117867,16927042,5
2117867,17260634,6
2117867,17494442,7
2117868,15051440,1
2117868,16726334,2
2117868,16840009,3
2117868,17010591,4
2117868,17206934,5
2117868,17319924,6
2117868,17369926,7
2117868,17445893,8
2117870,14463737,1
2117870,14663196,2
2117870,14845313,3
2117870,15295370,4
2117870,15555554,5
2117870,16391259,6
2117870,16688120,7
2117870,16725201,8
2117870,17369574,9
2117872,14935713,1
2117876,14436794,1
2117880,14437095,1
2117881,16373419,1
2117882,14437118,1
2117883,14436834,1
2117890,15986656,1
2117890,16110052,2
2117890,16162594,3
2117893,14437203,1
2117897,16646261,1
2117897,16812782,2
2117900,14437088,1
2117902,14437488,1
2117902,14456285,2
2117902,14498929,3
2117902,14513680,4
2117902,14544657,5
2117902,14554808,6
2117902,14571704,7
2117902,14659625,8
2117902,14692388,9
2117902,14749808,10
2117902,14761337,11
2117902,14771914,12
2117902,14832340,13
2117902,14854195,14
2117902,15326784,15
2117902,15423266,16
2117902,15492127,17
2117902,15645695,18
2117902,15701135,19
2117902,15936776,20
2117902,16221839,21
2117902,16544737,22
2117902,17088073,23
2117908,14437155,1
2117908,15250581,2
2117911,14437681,1
2117912,14437277,1
2117913,14638476,1
2117913,15040006,2
2117913,16156149,3
2117914,14438587,1
2117915,14438534,1
2117920,14437598,1
2117921,14440381,1
2117921,14442186,2
2117922,15082098,1
2117925,14437648,1
2117925,16397763,2
2117926,14437876,1
2117927,14438713,1
2117927,14603085,2
2117927,14662227,3
2117927,16152363,4
2117927,16360735,5
2117930,14437370,1
2117933,15269258,1
2117935,14596728,1
2117935,16610626,2
2117936,14514193,1
2117936,14992291,2
2117936,16105189,3
2117936,16157903,4
2117936,17012450,5
2117936,17021027,6
2117939,14438030,1
2117939,14929749,2
2117944,14437818,1
2117945,15088170,1
2117945,15118029,2
2117946,14438648,1
2117948,14437905,1
2117948,14875169,2
2117948,14986551,3
2117948,15038950,4
2117948,15266559,5
2117948,15339573,6
2117948,15472273,7
2117948,15494234,8
2117948,15559686,9
2117948,15596499,10
2117948,15784472,11
2117948,15848750,12
2117948,16109121,13
2117948,16160735,14
2117948,16429278,15
2117948,16622793,16
2117948,16771390,17
2117948,16937662,18
2117948,16973400,19
2117948,17281354,20
2117948,17366701,21
2117948,17380824,22
2117950,14437645,1
2117950,16316732,2
2117951,15098920,1
2117951,15343142,2
2117955,17067132,1
2117957,14437625,1
2117958,14437972,1
2117961,14437800,1
2117961,14515382,2
2117964,14437692,1
2117964,14967470,2
2117964,15289912,3
2117964,15344919,4
2117967,14438035,1
2117967,14635011,2
2117967,14880121,3
2117967,14989986,4
2117967,15030805,5
2117967,15467493,6
2117967,16071163,7
2117967,16251117,8
2117967,16256761,9
2117967,16280258,10
2117967,16321440,11
2117967,16689502,12
2117967,16940620,13
2117967,16972608,14
2117967,17315425,15
2117967,17512644,16
2117971,14437964,1
2117971,15301759,2
2117971,15394568,3
2117971,15787040,4
2117972,14663199,1
2117972,14703223,2
2117972,14929330,3
2117972,15004475,4
2117972,15049219,5
2117972,15232946,6
2117972,15590060,7
2117972,15598652,8
2117972,15985895,9
2117972,16651303,10
2117973,14438876,1
2117973,16075993,2
2117975,14757114,1
2117975,14819609,2
2117975,15751427,3
2117978,14437929,1
2117978,14677964,2
2117978,14697221,3
2117978,14997002,4
2117978,15052916,5
2117978,15180648,6
2117978,15886912,7
2117978,16341857,8
2117978,16760342,9
2117979,14438091,1
2117979,15230874,2
2117979,16423990,3
2117979,16938284,4
2117979,17248231,5
2117979,17423302,6
2117981,14439182,1
2117981,14464659,2
2117981,15104716,3
2117981,15299212,4
2117981,15504559,5
2117981,17199515,6
2117983,14438363,1
2117983,14468896,2
2117984,16117038,1
2117984,16165028,2
2117984,16696215,3
2117984,16769346,4
2117990,14438545,1
2117992,17156522,1
2117994,14438361,1
2117994,14886619,2
2117994,15262749,3
2117994,15693868,4
2117994,15825786,5
2117994,16013591,6
2117994,16216974,7
2117994,16245915,8
2117994,16712272,9
2117994,16837181,10
2117994,17452433,11
2117996,14438267,1
2117997,14438201,1
2117998,14438449,1
2117998,14706492,2
2117998,15562420,3
2118000,14453579,1
2118002,14843927,1
2118002,15747568,2
2118002,15925574,3
2118002,16727454,4
2118007,14438731,1
2118011,17545457,1
2118013,14439196,1
2118016,15534451,1
2118016,16162441,2
2118016,17485014,3
2118017,15855918,1
2118017,16291718,2
2118030,14438873,1
2118030,16942388,2
2118032,14756196,1
2118034,14438672,1
2118036,14438850,1
2118040,14438748,1
2118046,14439446,1
2118048,14439229,1
2118048,14468067,2
2118048,14472562,3
2118050,15743718,1
2118052,14438703,1
2118054,15210486,1
2118061,16831650,1
2118065,14438952,1
2118065,14439901,2
2118066,14438997,1
2118068,14439079,1
2118068,14926232,2
2118068,15225817,3
2118072,14439213,1
2118072,14668699,2
2118072,17485499,3
2118074,14439772,1
2118074,17237658,2
2118075,14439778,1
2118075,14537111,2
2118076,14442696,1
2118081,16932555,1
2118087,15174227,1
2118088,16662227,1
2118089,14439103,1
2118089,15304631,2
2118089,16160813,3
2118089,17075285,4
2118091,14438949,1
2118093,14439089,1
2118093,14470444,2
2118093,14532373,3
2118093,14884195,4
2118093,14964890,5
2118093,15002029,6
2118093,15341943,7
2118093,17070389,8
2118101,14439638,1
2118101,16983133,2
2118102,14439186,1
2118102,14609813,2
2118111,14439193,1
2118112,14458460,1
2118112,14581606,2
2118113,16042359,1
2118113,16524350,2
2118113,16547685,3
2118113,16970669,4
2118113,17399513,5
2118115,14443206,1
2118115,14443359,2
2118117,14718736,1
2118117,15530732,2
2118117,15606503,3
2118117,16393834,4
2118117,16871268,5
2118117,17331603,6
2118119,14439664,1
2118119,14865805,2
2118119,17179177,3
2118121,14439773,1
2118124,14439373,1
2118124,14645093,2
2118124,14949865,3
2118124,15063575,4
2118124,15261002,5
2118124,15437881,6
2118124,15439108,7
2118124,15644245,8
2118124,15654062,9
2118124,16319393,10
2118124,16497618,11
2118124,16739589,12
2118124,17161062,13
2118125,15181554,1
2118125,15908329,2
2118125,15908668,3
2118125,16423078,4
2118126,14439410,1
2118126,14891365,2
2118132,14656104,1
2118132,15345500,2
2118132,15770795,3
2118132,15890329,4
2118132,15934717,5
2118132,16362089,6
2118132,16964172,7
2118132,17042597,8
2118132,17152334,9
2118134,14439617,1
2118134,15719610,2
2118139,16379880,1
2118140,14439695,1
2118140,16862512,2
2118141,14676532,1
2118141,16040638,2
2118141,16293296,3
2118141,16301005,4
2118141,16665442,5
2118141,17539402,6
2118146,14441244,1
2118149,15432289,1
2118151,14439799,1
2118151,14997395,2
2118151,15054129,3
2118151,15231687,4
2118152,14439864,1
2118153,14439501,1
2118153,15149693,2
2118153,15221868,3
2118153,15297093,4
2118153,15653741,5
2118153,15720833,6
2118153,15787274,7
2118153,16103929,8
2118153,17238271,9
2118153,17287896,10
2118153,17400904,11
2118154,14439673,1
2118154,15251954,2
2118154,16346817,3
2118156,14577650,1
2118157,14439576,1
2118159,14439566,1
2118161,15392409,1
2118161,15604503,2
2118161,17126933,3
2118162,14439559,1
2118162,15892452,2
2118162,16173185,3
2118162,16506640,4
2118165,15566167,1
2118165,15604329,2
2118165,15759090,3
2118165,15790436,4
2118167,14582663,1
2118171,15504292,1
2118171,15802091,2
2118171,16688972,3
2118172,14440053,1
2118172,14441662,2
2118175,14698518,1
2118175,16294620,2
2118175,16346785,3
2118176,14439770,1
2118176,15336914,2
2118178,14579032,1
2118186,14439979,1
2118188,14440844,1
2118189,16482249,1
2118196,14440059,1
2118198,15643283,1
2118202,15355981,1
2118203,14439899,1
2118206,14440136,1
2118207,14464427,1
2118207,14710426,2
2118207,15466865,3
2118207,16063464,4
2118207,17008744,5
2118207,17541983,6
2118209,14442104,1
2118210,14439991,1
2118211,14443372,1
2118211,17398524,2
2118212,14439944,1
2118215,14440009,1
2118220,14440062,1
2118220,15133928,2
2118220,15657281,3
2118221,14440088,1
2118221,14687519,2
2118222,14440228,1
2118224,14446214,1
2118224,14747355,2
2118224,15555687,3
2118224,15697997,4
2118224,16595132,5
2118224,16949874,6
2118230,14440311,1
2118233,14440907,1
2118233,14592928,2
2118233,14658511,3
2118235,14479438,1
2118235,14510846,2
2118236,16690617,1
2118239,14440435,1
2118239,15216014,2
2118243,14500775,1
2118243,14795583,2
2118243,15178413,3
2118243,15583159,4
2118243,15837216,5
2118243,16044921,6
2118243,16330269,7
2118243,16457843,8
2118243,16928700,9
2118243,16929029,10
2118243,16969426,11
2118243,17417906,12
2118243,17420097,13
2118246,14440599,1
2118247,14447966,1
2118251,14993826,1
2118252,14441002,1
2118252,16996051,2
2118252,16996871,3
2118253,14441518,1
2118256,14446956,1
2118256,14678759,2
2118256,15075488,3
2118256,15314401,4
2118256,15576121,5
2118256,15664161,6
2118256,15767556,7
2118256,16090872,8
2118256,16372246,9
2118256,16675721,10
2118256,17442981,11
2118256,17471520,12
2118256,17518582,13
2118257,14440954,1
2118257,14459733,2
2118257,14700723,3
2118257,15179558,4
2118257,15220142,5
2118257,15250039,6
2118257,15486999,7
2118257,16709413,8
2118257,16753312,9
2118258,14441451,1
2118266,14440458,1
2118266,15338880,2
2118268,14442067,1
2118268,14818758,2
2118268,16060045,3
2118271,14440553,1
2118271,14463193,2
2118271,14464917,3
2118271,15308011,4
2118271,15851144,5
2118271,16493751,6
2118271,16930708,7
2118273,14440822,1
2118274,14441542,1
2118278,14456008,1
2118282,14440655,1
2118283,16414605,1
2118286,14440815,1
2118292,14440938,1
2118293,14441280,1
2118294,15907638,1
2118294,16363286,2
2118301,14471415,1
2118301,14710461,2
2118301,15195080,3
2118301,15195324,4
2118301,15504549,5
2118301,16850214,6
2118301,17420907,7
2118301,17443286,8
2118301,17480332,9
2118301,17512868,10
2118306,15431452,1
2118306,17364961,2
2118306,17423226,3
2118309,14440950,1
2118309,14554714,2
2118310,16074857,1
2118310,16906769,2
2118310,16937122,3
2118312,14441667,1
2118312,15461662,2
2118312,15691653,3
2118313,14441416,1
2118315,15510780,1
2118323,14442723,1
2118326,14441318,1
2118327,14453566,1
2118327,14749934,2
2118327,14978007,3
2118327,15198386,4
2118328,14441830,1
2118333,14441497,1
2118333,15306383,2
2118336,15317012,1
2118336,15578322,2
2118337,14477704,1
2118337,15184668,2
2118337,16596196,3
2118337,16621344,4
2118337,16978672,5
2118337,17137643,6
2118339,14445885,1
2118340,14441584,1
2118341,15319623,1
2118341,15453560,2
2118341,16610174,3
2118341,16787671,4
2118342,16042740,1
2118342,16558111,2
2118348,14441220,1
2118348,14461832,2
2118349,14441441,1
2118352,14441366,1
2118352,16951631,2
2118352,17188645,3
2118352,17211156,4
2118352,17262603,5
2118352,17298729,6
2118353,14441543,1
2118353,15057818,2
2118353,16638612,3
2118354,14585167,1
2118354,14635180,2
2118355,15347759,1
2118355,15606087,2
2118356,14442001,1
2118356,14442241,2
2118356,14521629,3
2118357,15176097,1
2118357,17044619,2
2118358,14803846,1
2118358,15797791,2
2118358,15938452,3
2118360,16701054,1
2118360,16860922,2
2118365,14673229,1
2118367,15777304,1
2118367,16533999,2
2118367,17424993,3
2118369,14441568,1
2118375,14441575,1
2118377,14450732,1
2118380,14442605,1
2118380,16479945,2
2118381,14442038,1
2118381,15392347,2
2118381,16366056,3
2118381,17377461,4
2118382,16743404,1
2118382,17037820,2
2118382,17039889,3
2118382,17301067,4
2118382,17355853,5
2118382,17380108,6
2118383,14441757,1
2118384,17168763,1
2118386,14851128,1
2118388,17292525,1
2118390,14441737,1
2118393,14442049,1
2118395,14441825,1
2118396,14442184,1
2118399,14668327,1
2118399,14995180,2
2118400,14441813,1
2118400,15299281,2
2118400,15497652,3
2118402,14441865,1
2118402,16438308,2
2118402,16800762,3
2118402,16997008,4
2118403,14442013,1
2118403,14510560,2
2118407,14441828,1
2118409,14442711,1
2118409,14591658,2
2118409,14721765,3
2118409,16179652,4
2118413,14441871,1
2118413,14484188,2
2118413,14615050,3
2118413,14680093,4
2118413,15009260,5
2118413,15054666,6
2118413,15207123,7
2118413,15433169,8
2118413,15537487,9
2118413,15867708,10
2118413,15908323,11
2118413,16020973,12
2118413,16171849,13
2118413,16390828,14
2118413,16454557,15
2118413,16582165,16
2118413,16650383,17
2118413,16684871,18
2118413,16970882,19
2118413,17162888,20
2118413,17237847,21
2118413,17290788,22
2118413,17333414,23
2118417,14521875,1
2118417,14674014,2
2118417,14681116,3
2118417,14700388,4
2118417,14921953,5
2118417,15028344,6
2118417,15037946,7
2118417,15977137,8
2118417,17293977,9
2118417,17325531,10
2118417,17326784,11
2118417,17430199,12
2118418,15005524,1
2118419,14442400,1
2118420,14442215,1
2118420,14610892,2
2118420,14928012,3
2118420,14968496,4
2118420,15106266,5
2118420,15281083,6
2118420,15295865,7
2118420,15405507,8
2118420,15562600,9
2118420,15599169,10
2118420,15764514,11
2118420,15810292,12
2118420,16735672,13
2118423,14476966,1
2118424,15026519,1
2118427,14442804,1
2118427,14442900,2
2118428,14447926,1
2118428,14488252,2
2118428,16750294,3
2118429,14441986,1
2118429,16945885,2
2118431,14442286,1
2118431,15208264,2
2118431,15681042,3
2118433,14441906,1
2118435,14442021,1
2118441,16363966,1
2118452,15237715,1
2118452,15536099,2
2118452,16554952,3
2118452,17099387,4
2118453,15602628,1
2118456,14442293,1
2118459,16208935,1
2118460,14442544,1
2118463,14442231,1
2118463,16244299,2
2118466,14831200,1
2118466,14867147,2
2118466,14942456,3
2118466,15501456,4
2118466,16279753,5
2118466,16472076,6
2118466,17015057,7
2118466,17043574,8
2118466,17135425,9
2118466,17290772,10
2118468,14816729,1
2118468,16296871,2
2118468,16384468,3
2118468,16596950,4
2118469,14442370,1
2118469,15551100,2
2118469,15908537,3
2118469,16102303,4
2118469,16389712,5
2118469,16542855,6
2118469,16646309,7
2118469,16659128,8
2118469,17002351,9
2118469,17092013,10
2118469,17366029,11
2118469,17421554,12
2118469,17437806,13
2118470,14445632,1
2118471,16769920,1
2118471,17498398,2
2118473,15466121,1
2118474,14443096,1
2118479,14442489,1
2118486,14556481,1
2118488,14442509,1
2118491,14442459,1
2118494,17045403,1
2118498,14442757,1
2118498,15017760,2
2118498,16777133,3
2118498,16875165,4
2118498,16947977,5
2118498,17104476,6
2118499,14442635,1
2118499,14505210,2
2118499,16613133,3
2118499,16755746,4
2118499,16785754,5
2118500,14446797,1
2118500,16124380,2
2118500,16190071,3
2118501,14568768,1
2118505,14442610,1
2118505,14445652,2
2118505,14482116,3
2118506,14451198,1
2118508,14443496,1
2118508,15467174,2
2118509,14501559,1
2118509,14516008,2
2118509,14608042,3
2118509,14724879,4
2118509,14963245,5
2118513,14538326,1
2118517,14553465,1
2118517,15265242,2
2118520,14444551,1
2118520,15187269,2
2118523,14442766,1
2118523,14730689,2
2118526,14442778,1
2118526,15265393,2
2118528,14442798,1
2118528,14724525,2
2118530,14444005,1
2118530,15009471,2
2118531,14519089,1
2118535,14443763,1
2118540,14442868,1
2118540,14443548,2
2118540,15170711,3
2118540,17082117,4
2118540,17258843,5
2118542,14442918,1
2118542,14858783,2
2118542,16185416,3
2118545,14442823,1
2118545,16880913,2
2118546,14442732,1
2118546,14674371,2
2118546,14779216,3
2118546,16632212,4
2118546,16916564,5
2118546,17117631,6
2118546,17217582,7
2118547,14454054,1
2118548,14659590,1
2118550,14443650,1
2118550,15731137,2
2118550,16370512,3
2118550,16849360,4
2118550,17263967,5
2118551,14443357,1
2118552,14894801,1
2118555,14443540,1
2118556,14442994,1
2118556,15228448,2
2118556,15544812,3
2118556,15583976,4
2118556,15764002,5
2118556,15928095,6
2118556,15960806,7
2118556,17272083,8
2118558,17365613,1
2118559,14442889,1
2118560,14444679,1
2118561,14575072,1
2118562,14501644,1
2118562,14517394,2
2118564,14442941,1
2118564,15423764,2
2118564,15637101,3
2118569,14442982,1
2118569,15272234,2
2118570,14443484,1
2118574,14442956,1
2118574,14555489,2
2118574,15734274,3
2118576,15608000,1
2118576,16642320,2
2118576,16860689,3
2118577,14453756,1
2118577,14516064,2
2118577,15877710,3
2118577,16189448,4
2118577,16913036,5
2118577,17102000,6
2118577,17155840,7
2118577,17383395,8
2118578,14443218,1
2118579,14444057,1
2118582,14469140,1
2118583,14443002,1
2118583,14531865,2
2118583,15406265,3
2118583,15890516,4
2118585,14443087,1
2118586,14443239,1
2118586,16921363,2
2118586,17475319,3
2118587,14443508,1
2118588,14443219,1
2118595,14536394,1
2118595,14867725,2
2118595,14967173,3
2118595,15158733,4
2118595,15652434,5
2118595,16399435,6
2118601,14447064,1
2118602,14443120,1
2118604,14448754,1
2118604,14492094,2
2118604,15087048,3
2118604,16575157,4
2118604,16837081,5
2118604,17034869,6
2118604,17491315,7
2118607,14443453,1
2118609,16244298,1
2118610,14446620,1
2118610,15075067,2
2118610,15428731,3
2118610,15615589,4
2118610,15774345,5
2118610,15829155,6
2118610,16045773,7
2118610,16192213,8
2118610,16957373,9
2118610,17513579,10
2118611,14443199,1
2118612,14463839,1
2118614,16509377,1
2118618,14447983,1
2118619,14451033,1
2118620,14443516,1
2118620,16501239,2
2118622,14538012,1
2118623,14443371,1
2118623,14883336,2
2118625,14443598,1
2118627,14460332,1
2118627,14559527,2
2118627,15186219,3
2118627,17407078,4
2118631,14444103,1
2118631,14467168,2
2118631,14676354,3
2118631,15311943,4
2118631,15355014,5
2118631,16551811,6
2118631,17338221,7
2118634,14443558,1
2118637,15873610,1
2118638,14443721,1
2118638,14539754,2
2118638,17186345,3
2118649,15011146,1
2118649,15391789,2
2118649,15563841,3
2118649,17077616,4
2118649,17146713,5
2118649,17190346,6
2118650,16239564,1
2118653,14443733,1
2118654,14726832,1
2118657,17287547,1
2118658,16917081,1
2118659,14466005,1
2118660,14528761,1
2118662,14444040,1
2118664,14622084,1
2118668,14443935,1
2118669,14444966,1
2118671,16530704,1
2118671,16536654,2
2118671,16618278,3
2118671,16911511,4
2118673,14443846,1
2118673,14719373,2
2118673,15140156,3
2118677,14444071,1
2118677,14474564,2
2118677,15530371,3
2118677,15608680,4
2118677,15729535,5
2118677,15994153,6
2118679,14449040,1
2118680,14588278,1
2118680,14613671,2
2118680,14637786,3
2118680,14661303,4
2118680,15006677,5
2118680,15007076,6
2118680,15062419,7
2118680,15221637,8
2118680,15306238,9
2118683,14447048,1
2118683,16509287,2
2118683,16744603,3
2118683,16841366,4
2118683,16868052,5
2118683,17260336,6
2118683,17398665,7
2118683,17436523,8
2118683,17468051,9
2118703,14508652,1
2118703,14536118,2
2118703,14902753,3
2118703,14968743,4
2118703,14985203,5
2118703,15282147,6
2118703,15325027,7
2118703,15390489,8
2118703,15483898,9
2118703,16094456,10
2118703,16147540,11
2118703,16711830,12
2118703,16755852,13
2118703,16958411,14
2118703,17041246,15
2118706,14444268,1
2118715,14445575,1
2118721,15877125,1
2118723,14445431,1
2118723,15481927,2
2118723,15764980,3
2118723,15923540,4
2118723,17258605,5
2118724,15387507,1
2118724,15441574,2
2118724,16417403,3
2118724,16586551,4
2118724,16598468,5
2118724,16990324,6
2118732,14464653,1
2118732,17346227,2
2118736,14467222,1
2118737,14446108,1
2118738,17396356,1
2118738,17455320,2
2118741,14617111,1
2118741,14746251,2
2118741,14962988,3
2118741,15279268,4
2118741,15795606,5
2118741,16297318,6
2118741,16297960,7
2118741,16667707,8
2118741,16667929,9
2118741,16951452,10
2118741,16951503,11
2118741,17127202,12
2118741,17291104,13
2118741,17323991,14
2118741,17541546,15
2118742,14454764,1
2118743,14444853,1
2118743,15365913,2
2118743,15415481,3
2118747,14445074,1
2118748,14447839,1
2118755,14445116,1
2118758,14445176,1
2118759,14444842,1
2118767,14456835,1
2118769,14806071,1
2118769,15456373,2
2118769,15562881,3
2118769,15790040,4
2118769,15939443,5
2118769,16282615,6
2118769,16668801,7
2118772,14445177,1
2118772,14718216,2
2118772,14718756,3
2118772,15201312,4
2118772,15425440,5
2118772,15426010,6
2118772,16440793,7
2118772,16463113,8
2118773,14998252,1
2118773,16061043,2
2118773,16541345,3
2118774,14444896,1
2118774,14586839,2
2118775,14788696,1
2118777,14454869,1
2118777,14785919,2
2118777,15169374,3
2118778,14471192,1
2118780,17456913,1
2118780,17457259,2
2118781,14445107,1
2118783,15313810,1
2118783,16001148,2
2118783,16129489,3
2118783,16178789,4
2118783,16499516,5
2118783,16499843,6
2118783,16668541,7
2118783,16711703,8
2118783,16951198,9
2118783,17079175,10
2118783,17396454,11
2118783,17432302,12
2118784,14595944,1
2118789,14447480,1
2118791,14527400,1
2118792,14658924,1
2118792,15271230,2
2118792,15327030,3
2118792,15939526,4
2118799,14445930,1
2118799,14511202,2
2118799,14638866,3
2118802,14445309,1
2118803,16546731,1
2118803,16547549,2
2118803,17529942,3
2118809,15637899,1
2118815,14445758,1
2118815,15271935,2
2118815,15775693,3
2118815,16832979,4
2118819,14445545,1
2118820,14449605,1
2118822,14446015,1
2118825,16278197,1
2118829,14445642,1
2118830,15410844,1
2118830,15429944,2
2118830,15569406,3
2118830,15765860,4
2118830,16550381,5
2118830,16780989,6
2118830,16781096,7
2118830,16945596,8
2118830,17332581,9
2118830,17455369,10
2118831,14544534,1
2118835,14446011,1
2118836,14445706,1
2118836,15170614,2
2118839,14446675,1
2118839,15603890,2
2118839,17064447,3
2118841,14446542,1
2118842,14451541,1
2118842,15208807,2
2118843,16274490,1
2118843,17286465,2
2118845,14446137,1
2118845,15406695,2
2118845,17212069,3
2118848,14445890,1
2118848,14751486,2
2118848,15266874,3
2118848,15706656,4
2118848,15909688,5
2118848,15997987,6
2118848,16141157,7
2118848,16249337,8
2118848,16494013,9
2118848,16496952,10
2118848,16573445,11
2118853,14452000,1
2118854,14446237,1
2118855,14477177,1
2118855,15249783,2
2118855,16419859,3
2118859,14446547,1
2118859,15355770,2
2118859,15827454,3
2118859,16286370,4
2118862,17167636,1
2118864,15068620,1
2118864,15395408,2
2118864,15648381,3
2118864,15686821,4
2118864,15949462,5
2118864,16369084,6
2118864,16449675,7
2118864,16499146,8
2118868,15785759,1
2118868,16113126,2
2118872,14668872,1
2118872,15809709,2
2118873,14447101,1
2118873,14471457,2
2118873,14527345,3
2118873,14586840,4
2118873,15106420,5
2118874,15068938,1
2118874,15737331,2
2118874,16086995,3
2118874,16217789,4
2118874,16992977,5
2118874,17078666,6
2118875,16430421,1
2118877,14446656,1
2118882,14446274,1
2118882,14531929,2
2118882,14649753,3
2118882,14824934,4
2118882,15159268,5
2118882,15437284,6
2118882,15455279,7
2118882,15575407,8
2118882,15653180,9
2118882,15736408,10
2118882,15765833,11
2118882,15798379,12
2118882,15801565,13
2118882,15834836,14
2118882,15887532,15
2118882,15916614,16
2118882,15934701,17
2118882,16013650,18
2118882,16088548,19
2118882,16138760,20
2118882,16196520,21
2118882,16289690,22
2118882,16435686,23
2118882,16580378,24
2118882,16602266,25
2118882,16802161,26
2118885,14447136,1
2118886,14475715,1
2118886,14481782,2
2118886,14482103,3
2118887,14446985,1
2118895,14447334,1
2118896,15969973,1
2118896,16222078,2
2118896,16290524,3
2118897,14447419,1
2118897,14484076,2
2118897,14488112,3
2118897,14615624,4
2118897,15097935,5
2118897,15098016,6
2118897,15615512,7
2118897,15791040,8
2118897,16031683,9
2118897,16428409,10
2118898,14499954,1
2118899,14446487,1
2118900,16083330,1
2118901,14447367,1
2118901,15766142,2
2118901,17419165,3
2118902,14452486,1
2118906,14447221,1
2118906,14962601,2
2118906,15125675,3
2118906,15763524,4
2118906,15827515,5
2118906,15873064,6
2118906,15964116,7
2118906,16919033,8
2118911,14452558,1
2118913,14446672,1
2118913,14586563,2
2118913,14801001,3
2118913,15046297,4
2118913,15201541,5
2118913,15268690,6
2118913,15392001,7
2118913,15668630,8
2118913,15763320,9
2118913,15779342,10
2118913,15904479,11
2118913,16076509,12
2118913,16167749,13
2118913,16201621,14
2118913,16324394,15
2118913,16511378,16
2118913,16512049,17
2118913,16531837,18
2118913,16837625,19
2118913,17128624,20
2118913,17160633,21
2118913,17380193,22
2118913,17448949,23
2118914,14448370,1
2118918,14449078,1
2118919,14447118,1
2118919,14482649,2
2118919,15481745,3
2118919,15541677,4
2118919,15577755,5
2118919,16674547,6
2118919,17192415,7
2118919,17230088,8
2118923,14448595,1
2118926,14718615,1
2118927,16467740,1
2118930,14549364,1
2118930,14549595,2
2118933,14447465,1
2118933,14503426,2
2118934,14453316,1
2118934,14611377,2
2118934,15476323,3
2118934,15991731,4
2118934,16173575,5
2118935,15485633,1
2118938,14447695,1
2118939,16139401,1
2118939,16424376,2
2118940,16407996,1
2118943,15899342,1
2118944,15588674,1
2118946,14463449,1
2118946,14467230,2
2118946,14590905,3
2118946,14978299,4
2118946,15013399,5
2118946,15068257,6
2118946,17540652,7
2118947,15142567,1
2118949,15485838,1
2118949,15882600,2
2118949,17095786,3
2118954,14447377,1
2118954,15862271,2
2118954,15918773,3
2118954,16508731,4
2118954,16729082,5
2118954,16910058,6
2118954,17121837,7
2118955,14448122,1
2118956,14447404,1
2118960,15129042,1
2118960,16302204,2
2118961,15058757,1
2118961,15833031,2
2118961,17342729,3
2118962,14448967,1
2118967,14452062,1
2118968,14449383,1
2118968,14450425,2
