createdat,orderid,restaurantstatus,paymentmethod,subtotal,customerid,restaurantname,customeraddressprovince,restaurantacceptedat,foodpreparedpromised,podactual
2019-08-19 17:24:06,14591658,restaurant_accepted,credit,157.8,2118409,Romans Pizza Roodepoort,Gauteng,2019-08-19 17:27:39,2019-08-19 17:47:39,2019-08-19 17:54:15
2019-08-23 16:26:15,14721765,restaurant_accepted,credit,307.0,2118409,The Diner,Gauteng,2019-08-23 16:32:52,2019-08-23 17:02:52,2019-08-23 17:22:45
2019-09-27 16:59:03,16179652,restaurant_accepted,credit,209.9,2118409,McDonald's Westgate,Gauteng,2019-09-27 17:00:38,2019-09-27 17:15:38,2019-09-27 17:25:44
2019-08-15 15:17:34,14441871,restaurant_accepted,credit,203.0,2118413,McDonald's Sunward Park Lifestyle Centre,Boksburg,2019-08-15 16:03:52,2019-08-15 16:18:52,2019-08-15 16:22:35
2019-08-16 17:39:13,14484188,restaurant_accepted,credit,298.5,2118413,Steers Sunward Centre,Boksburg,2019-08-16 17:52:07,2019-08-16 18:12:07,2019-08-16 18:20:04
2019-08-20 15:53:27,14615050,restaurant_accepted,credit,120.8,2118413,Steers Sunward Centre,Boksburg,2019-08-20 15:54:02,2019-08-20 16:14:02,2019-08-20 16:17:31
2019-08-22 17:42:18,14680093,restaurant_accepted,credit,299.4,2118413,KFC Sunward Park,Boksburg,2019-08-22 17:43:11,2019-08-22 17:58:11,2019-08-22 18:02:09
2019-08-29 16:52:43,15009223,none,none,329.0,2118413,Ocean Basket Sunward Park Lifestyle Centre,Boksburg,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-29 16:53:30,15009260,restaurant_accepted,credit,378.0,2118413,Ocean Basket Sunward Park Lifestyle Centre,Boksburg,2019-08-29 16:54:31,2019-08-29 17:24:31,2019-08-29 17:32:34
2019-08-30 14:12:21,15054666,restaurant_accepted,credit,340.3,2118413,Steers Sunward Centre,Boksburg,2019-08-30 14:12:58,2019-08-30 14:29:58,2019-08-30 14:38:17
2019-09-02 17:07:55,15207123,restaurant_accepted,credit,127.8,2118413,Steers Sunward Centre,Boksburg,2019-09-02 17:08:45,2019-09-02 17:23:45,2019-09-02 17:32:51
2019-09-08 12:42:03,15433169,restaurant_accepted,credit,364.4,2118413,Steers Sunward Centre,Boksburg,2019-09-08 12:43:32,2019-09-08 12:58:32,2019-09-08 13:05:25
2019-09-11 17:01:41,15537487,restaurant_accepted,credit,280.3,2118413,Pizza Hut Kingfisher Shopping Centre,Boksburg,2019-09-11 17:02:21,2019-09-11 17:25:21,2019-09-11 17:29:44
2019-09-20 16:27:47,15867708,restaurant_accepted,credit,212.6,2118413,KFC Sunward Park,Boksburg,2019-09-20 16:28:41,2019-09-20 16:43:41,2019-09-20 16:51:04
2019-09-21 13:11:55,15908323,restaurant_accepted,credit,348.0,2118413,Spur Savannah,Boksburg,2019-09-21 13:12:32,2019-09-21 13:42:32,2019-09-21 13:56:39
2019-09-24 11:35:20,16020973,restaurant_accepted,credit,260.0,2118413,Pizza Chicken Perfect Sunward Centre,Boksburg,2019-09-24 11:36:13,2019-09-24 11:53:13,2019-09-24 11:59:57
2019-09-27 14:21:02,16171849,restaurant_accepted,credit,163.5,2118413,Steers Sunward Centre,Boksburg,2019-09-27 14:22:14,2019-09-27 14:37:14,2019-09-27 14:43:08
2019-10-02 10:54:08,16390828,restaurant_accepted,credit,182.0,2118413,Burgerack Newmarket,Gauteng,2019-10-02 10:55:29,2019-10-02 11:11:29,2019-10-02 11:35:27
2019-10-03 17:49:58,16454557,restaurant_accepted,credit,178.5,2118413,Steers Sunward Centre,Boksburg,2019-10-03 17:50:28,2019-10-03 18:15:28,2019-10-03 18:15:22
2019-10-06 12:13:46,16582165,restaurant_accepted,credit,403.0,2118413,KFC Sunward Park,Boksburg,2019-10-06 12:14:38,2019-10-06 12:29:38,2019-10-06 12:47:18
2019-10-08 09:47:02,16650383,restaurant_accepted,credit,119.0,2118413,Casbah Roadhouse Alberton,Gauteng,2019-10-08 09:48:13,2019-10-08 10:13:13,2019-10-08 10:13:19
2019-10-09 10:03:33,16684871,restaurant_accepted,credit,151.7,2118413,Mugg & Bean Meyersdal,Gauteng,2019-10-09 10:04:02,2019-10-09 10:23:02,2019-10-09 10:33:18
2019-10-16 11:03:31,16970882,restaurant_accepted,credit,215.0,2118413,Rocomamas New Market Mall,Gauteng,2019-10-16 11:04:32,2019-10-16 11:24:33,2019-10-16 11:36:26
2019-10-20 11:30:27,17162723,none,none,59.9,2118413,KFC Sunward Park,Boksburg,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-20 11:33:05,17162888,restaurant_accepted,credit,391.2,2118413,KFC Sunward Park,Boksburg,2019-10-20 11:33:56,2019-10-20 11:48:56,2019-10-20 11:58:01
2019-10-22 09:13:22,17237847,restaurant_accepted,credit,153.9,2118413,Spur Little Eagle,Gauteng,2019-10-22 09:14:00,2019-10-22 09:39:00,2019-10-22 09:50:43
2019-10-23 14:58:02,17290788,restaurant_accepted,credit,290.0,2118413,Pizza Hut Kingfisher Shopping Centre,Boksburg,2019-10-23 14:58:36,2019-10-23 15:24:36,2019-10-23 15:39:01
2019-10-24 14:43:45,17333414,restaurant_accepted,credit,338.4,2118413,Steers Elspark,Boksburg,2019-10-24 14:44:18,2019-10-24 15:12:18,2019-10-24 15:45:21
2019-08-15 15:24:52,14442046,none,credit,516.6,2118417,McDonald's Southgate,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 17:00:58,14445156,none,none,299.4,2118417,McDonald's Southgate,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 17:01:56,14445198,none,credit,399.2,2118417,McDonald's Southgate,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-17 16:14:04,14521482,none,none,86.9,2118417,McDonald's Cresta Mall,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-17 16:22:05,14521875,restaurant_accepted,cash,102.0,2118417,Nando's Cresta Shopping Centre,Randburg,2019-08-17 16:41:29,2019-08-17 17:01:29,2019-08-17 17:30:14
2019-08-22 15:20:53,14674014,restaurant_accepted,cash,76.9,2118417,Burger King Cresta Centre,Randburg,2019-08-22 15:21:32,2019-08-22 15:41:32,2019-08-22 15:51:43
2019-08-22 17:54:53,14681116,restaurant_accepted,cash,130.0,2118417,Andiccio 24 Blackheath,Randburg,2019-08-22 17:55:28,2019-08-22 18:10:28,2019-08-22 18:32:06
2019-08-23 11:31:21,14700388,restaurant_accepted,cash,86.9,2118417,McDonald's Cresta Mall,Randburg,2019-08-23 11:31:51,2019-08-23 11:46:51,2019-08-23 12:16:22
2019-08-28 10:51:04,14921953,restaurant_accepted,cash,186.98,2118417,Checkers LiquorShop Northcliff Corner (Over 18's Only) 63048,Randburg,2019-08-28 10:52:31,2019-08-28 11:07:31,2019-08-28 11:25:58
2019-08-29 20:11:16,15028344,restaurant_accepted,cash,63.9,2118417,McDonald's Cresta Mall,Randburg,2019-08-29 20:12:34,2019-08-29 20:27:34,2019-08-29 20:56:12
2019-08-30 11:13:56,15037946,restaurant_accepted,cash,30.0,2118417,Cinnabon Cresta Shopping Centre,Randburg,2019-08-30 11:14:48,2019-08-30 11:32:48,2019-08-30 12:02:04
2019-09-22 20:03:11,15977137,restaurant_accepted,cash,48.9,2118417,McDonald's Diepkloof,Gauteng,2019-09-22 20:04:25,2019-09-22 20:19:25,2019-09-22 20:45:31
2019-10-23 16:22:29,17293977,restaurant_accepted,cash,141.0,2118417,Burger King Houghton DT,Johannesburg,2019-10-23 16:23:16,2019-10-23 16:42:16,2019-10-23 16:59:45
2019-10-24 12:29:47,17325531,restaurant_accepted,cash,118.9,2118417,Roman's Pizza Highlands North,Johannesburg,2019-10-24 12:31:12,2019-10-24 12:54:12,2019-10-24 13:27:48
2019-10-24 12:45:26,17326784,restaurant_accepted,cash,69.99,2118417,Checkers LiquorShop Blubird (Over 18's Only) 92554,Johannesburg,2019-10-24 12:45:51,2019-10-24 13:00:51,0000/00/00  00:00:00
2019-10-26 09:14:58,17430199,restaurant_accepted,cash,247.8,2118417,Wimpy Killarney Mall,Johannesburg,2019-10-26 09:15:44,2019-10-26 09:42:44,2019-10-26 10:18:08
2019-08-15 15:19:41,14441917,none,none,72.9,2118418,Barcelos Burnett Street,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-29 15:31:00,15005395,none,none,72.9,2118418,Barcelos Burnett Street,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-29 15:33:14,15005514,none,none,72.9,2118418,Barcelos Burnett Street,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-29 15:33:33,15005524,restaurant_accepted,credit,72.9,2118418,Barcelos Burnett Street,Gauteng,2019-08-29 15:36:06,2019-08-29 15:57:06,0000/00/00  00:00:00
2019-08-15 15:38:44,14442400,restaurant_accepted,cash,65.5,2118419,McDonald's North Cape Mall,Northern Cape,2019-08-15 15:40:04,2019-08-15 15:55:04,2019-08-15 16:21:55
2019-08-15 15:28:20,14442146,none,none,139.48,2118420,Burger King Town Square,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 15:31:23,14442215,restaurant_accepted,cash,139.48,2118420,Burger King Town Square,KwaZulu-Natal,2019-08-15 15:32:55,2019-08-15 15:47:55,2019-08-15 15:44:04
2019-08-20 13:24:51,14610892,restaurant_accepted,cash,53.5,2118420,McDonald's Richards Bay,KwaZulu-Natal,2019-08-20 13:25:25,2019-08-20 13:40:25,2019-08-20 13:40:37
2019-08-28 12:04:35,14928012,restaurant_accepted,cash,71.9,2118420,Steers Boardwalk,KwaZulu-Natal,2019-08-28 12:06:26,2019-08-28 12:21:26,2019-08-28 12:23:30
2019-08-28 18:41:52,14968496,restaurant_accepted,cash,151.8,2118420,Burger King Town Square,KwaZulu-Natal,2019-08-28 18:43:33,2019-08-28 18:58:33,2019-08-28 19:00:05
2019-08-31 12:57:53,15106196,none,instant_eft,63.9,2118420,Burger King Town Square,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-31 12:58:55,15106266,restaurant_accepted,credit,63.9,2118420,Burger King Town Square,KwaZulu-Natal,2019-08-31 13:01:25,2019-08-31 13:16:25,0000/00/00  00:00:00
2019-09-04 18:27:00,15281083,restaurant_accepted,cash,52.9,2118420,McDonald's Richards Bay,KwaZulu-Natal,2019-09-04 18:27:33,2019-09-04 18:42:33,2019-09-04 18:42:48
2019-09-05 11:29:16,15295865,restaurant_accepted,cash,106.0,2118420,Nando's Richards Bay Drive Thru,KwaZulu-Natal,2019-09-05 11:30:20,2019-09-05 11:45:20,2019-09-05 11:48:46
2019-09-07 17:16:08,15405507,restaurant_accepted,cash,314.5,2118420,Burger King Town Square,KwaZulu-Natal,2019-09-07 17:16:42,2019-09-07 17:32:42,2019-09-07 17:38:17
2019-09-12 13:11:29,15562600,restaurant_accepted,cash,75.9,2118420,Burger King Town Square,KwaZulu-Natal,2019-09-12 13:12:11,2019-09-12 13:27:11,2019-09-12 13:23:49
2019-09-13 12:32:49,15599136,none,none,209.7,2118420,Burger King Town Square,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-13 12:33:18,15599169,restaurant_accepted,cash,139.8,2118420,Burger King Town Square,KwaZulu-Natal,2019-09-13 12:34:28,2019-09-13 12:49:28,2019-09-13 12:45:51
2019-09-17 17:38:19,15764514,restaurant_accepted,credit,227.7,2118420,Burger King Town Square,KwaZulu-Natal,2019-09-17 17:45:47,2019-09-17 18:00:47,2019-09-17 18:04:25
2019-09-19 10:39:51,15810292,restaurant_accepted,cash,169.8,2118420,Steers Boardwalk,KwaZulu-Natal,2019-09-19 10:42:28,2019-09-19 10:57:28,2019-09-19 11:08:06
2019-10-10 14:03:31,16735672,restaurant_accepted,cash,150.8,2118420,Burger King Town Square,KwaZulu-Natal,2019-10-10 14:04:32,2019-10-10 14:19:32,2019-10-10 14:13:20
2019-08-31 19:23:53,15139272,none,none,189.99,2118421,Checkers LiquorShop Sea Point (Over 18's Only) 36699,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-31 19:26:48,15139680,none,none,274.98,2118421,Checkers LiquorShop Sea Point (Over 18's Only) 36699,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-31 19:42:35,15141461,none,none,274.98,2118421,Checkers LiquorShop Sea Point (Over 18's Only) 36699,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-31 19:44:11,15141605,none,credit,274.98,2118421,Checkers LiquorShop Sea Point (Over 18's Only) 36699,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-31 20:04:49,15143578,none,none,274.98,2118421,Checkers LiquorShop Sea Point (Over 18's Only) 36699,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-31 20:07:36,15143859,none,none,274.98,2118421,Checkers LiquorShop Sea Point (Over 18's Only) 36699,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 15:46:24,14476966,restaurant_accepted,cash,212.8,2118423,KFC Walmer,Eastern Cape,2019-08-16 15:51:13,2019-08-16 16:06:13,2019-08-16 16:06:59
2019-08-29 19:44:50,15026519,restaurant_accepted,cash,163.4,2118424,McDonald's Main Road,Gauteng,2019-08-29 19:47:51,2019-08-29 20:03:51,2019-08-29 20:35:44
2019-10-05 16:46:49,16552330,none,credit,291.6,2118424,Del Forno Florida,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-06 17:13:54,16600091,none,credit,591.0,2118424,Rocomamas Town Square,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-06 17:22:33,16600773,none,instant_eft,272.6,2118424,Burger King Flora Centre,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-06 17:24:37,16600931,none,credit,272.6,2118424,Burger King Flora Centre,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 15:51:46,14442735,none,none,99.88,2118427,Burger King Westgate,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 15:54:52,14442804,restaurant_accepted,cash,92.18,2118427,Burger King Westgate,Gauteng,2019-08-15 15:55:49,2019-08-15 16:10:49,2019-08-15 16:12:15
2019-08-15 15:58:03,14442900,restaurant_accepted,cash,78.8,2118427,KFC Noordheuwel,Gauteng,2019-08-15 15:58:28,2019-08-15 16:13:28,2019-08-15 16:28:49
2019-08-15 16:31:12,14443916,none,none,68.0,2118428,Bin Rashied Pizza & Grills Woodstock,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 17:37:47,14447516,none,none,186.0,2118428,Bin Rashied Pizza & Grills Woodstock,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 17:43:31,14447926,restaurant_accepted,cash,186.0,2118428,Bin Rashied Pizza & Grills Woodstock,Western Cape,2019-08-15 17:44:43,2019-08-15 18:04:43,2019-08-15 18:04:28
2019-08-16 18:12:41,14488252,restaurant_accepted,cash,105.7,2118428,KFC Woodstock,Western Cape,2019-08-16 18:13:38,2019-08-16 18:28:38,2019-08-16 18:40:55
2019-10-10 18:19:03,16749889,none,none,161.0,2118428,Bin Rashied Pizza & Grills Woodstock,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-10 18:23:16,16750294,restaurant_accepted,credit,159.0,2118428,Bin Rashied Pizza & Grills Woodstock,Western Cape,2019-10-10 18:27:33,2019-10-10 19:07:33,2019-10-10 20:13:01
2019-08-15 15:22:21,14441986,restaurant_accepted,cash,90.0,2118429,Kauai Cedar Square,Gauteng,2019-08-15 15:23:55,2019-08-15 15:38:55,2019-08-15 15:56:11
2019-08-22 16:35:52,14676152,none,credit,155.0,2118429,Yamakado Sushi,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-15 14:44:38,16945885,restaurant_accepted,credit,131.0,2118429,Kauai Dainfern IM (VA),Gauteng,2019-10-15 14:53:57,2019-10-15 15:13:57,2019-10-15 15:30:29
2019-08-15 15:34:33,14442286,restaurant_accepted,credit,110.0,2118431,Pizza Hut Greenpoint,Western Cape,2019-08-15 15:40:44,2019-08-15 16:00:44,2019-08-15 16:18:53
2019-09-02 17:27:41,15208217,none,none,106.0,2118431,Ubon,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-02 17:28:28,15208264,restaurant_accepted,credit,106.0,2118431,Ubon,Western Cape,2019-09-02 17:31:45,2019-09-02 17:48:45,2019-09-02 17:55:36
2019-09-14 20:28:26,15681042,restaurant_accepted,credit,82.5,2118431,Pizza Hut Greenpoint,(null),2019-09-14 20:29:47,2019-09-14 20:47:47,2019-09-14 20:49:58
2019-08-15 16:28:20,14443825,none,none,40.59,2118432,Burger King Westgate,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 15:19:13,14441906,restaurant_accepted,cash,90.7,2118433,Glenaire Rottiserie Chicken,Gauteng,2019-08-15 15:21:52,2019-08-15 15:36:52,2019-08-15 16:14:40
2019-08-15 15:23:21,14442008,none,none,105.8,2118435,Mochachos Sunninghill Village,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 15:23:49,14442021,restaurant_accepted,cash,105.8,2118435,Mochachos Sunninghill Village,Gauteng,2019-08-15 16:07:24,2019-08-15 16:37:24,2019-08-15 17:04:46
2019-10-01 14:33:10,16363966,restaurant_accepted,cash,127.8,2118441,Burger King Rembrandt Mall,Western Cape,2019-10-01 14:39:48,2019-10-01 14:54:48,0000/00/00  00:00:00
2019-08-20 13:09:40,14610241,none,none,41.9,2118445,Burger King Westgate,Roodepoort,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-20 13:11:25,14610316,none,none,75.9,2118445,Burger King Westgate,Roodepoort,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-20 13:12:33,14610363,none,none,56.8,2118445,Burger King Westgate,Roodepoort,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-20 13:14:58,14610466,none,none,41.9,2118445,Burger King Westgate,Roodepoort,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-20 13:16:06,14610522,none,none,56.8,2118445,Burger King Westgate,Roodepoort,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-23 12:02:21,14703955,none,none,49.9,2118445,McDonald's Westgate,Roodepoort,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 15:37:32,14442362,none,none,77.3,2118452,Punjab Tygervalley,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-03 16:08:39,15237550,none,none,77.3,2118452,Punjab Tygervalley,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-03 16:13:32,15237715,restaurant_accepted,cash,69.9,2118452,Roman's Pizza Glengarry,Western Cape,2019-09-03 16:15:54,2019-09-03 16:30:54,2019-09-03 16:49:32
2019-09-11 16:33:03,15536099,restaurant_accepted,cash,109.9,2118452,Roman's Pizza Bellville,Western Cape,2019-09-11 16:34:08,2019-09-11 16:49:08,2019-09-11 17:03:48
2019-10-05 17:18:55,16554695,none,credit,190.8,2118452,Roman's Pizza Durbanville,(null),0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-05 17:22:05,16554952,restaurant_accepted,cash,190.8,2118452,Roman's Pizza Durbanville,(null),2019-10-05 17:23:08,2019-10-05 17:39:08,2019-10-05 17:54:54
2019-10-18 19:40:39,17099387,restaurant_accepted,cash,155.9,2118452,Roman's Pizza Okavango,(null),2019-10-18 19:42:04,2019-10-18 20:02:04,2019-10-18 20:20:39
2019-09-13 13:40:02,15602628,restaurant_accepted,cash,141.5,2118453,Fishaways Woodmead,Gauteng,2019-09-13 13:43:38,2019-09-13 14:02:38,2019-09-13 14:19:32
2019-08-15 15:34:48,14442293,restaurant_accepted,cash,216.9,2118456,McDonald's Mount Edgecombe,KwaZulu-Natal,2019-08-15 15:37:11,2019-08-15 15:52:11,2019-08-15 16:00:20
2019-08-15 15:39:31,14442417,none,instant_eft,86.0,2118457,Kauai Dainfern IM (VA),Midrand,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-27 20:55:48,16208638,none,none,481.8,2118459,Roman's Pizza Zevenwacht,(null),0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-27 20:58:22,16208804,none,none,481.8,2118459,Roman's Pizza Zevenwacht,(null),0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-27 21:01:04,16208935,restaurant_accepted,cash,481.8,2118459,Roman's Pizza Zevenwacht,(null),2019-09-27 21:02:28,2019-09-27 21:25:28,2019-09-27 21:50:52
2019-08-15 15:38:55,14442403,none,none,161.0,2118460,McDonald's North Cape Mall,Northern Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 15:44:29,14442544,restaurant_accepted,cash,161.0,2118460,McDonald's North Cape Mall,Northern Cape,2019-08-15 15:46:18,2019-08-15 16:01:18,2019-08-15 16:34:40
2019-08-15 15:32:05,14442231,restaurant_accepted,cash,99.0,2118463,McDonald's De La Rey Rd,Western Cape,2019-08-15 15:35:33,2019-08-15 15:50:33,2019-08-15 16:05:06
2019-09-25 15:27:54,16079434,none,none,49.5,2118463,McDonald's De La Rey Rd,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-25 15:41:36,16079918,none,none,49.5,2118463,McDonald's De La Rey Rd,(null),0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-25 15:48:05,16080147,none,none,119.8,2118463,KFC Parow,(null),0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-28 17:54:15,16241545,none,none,79.8,2118463,Zebro's N1 City Mall,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-28 17:55:42,16241709,none,none,94.7,2118463,Zebro's N1 City Mall,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-28 18:07:02,16243031,none,none,157.0,2118463,Nando's Voortrekker Rd,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-28 18:16:56,16244299,restaurant_accepted,cash,79.8,2118463,Zebro's N1 City Mall,Western Cape,2019-09-28 18:18:13,2019-09-28 18:35:13,2019-09-28 18:52:54
2019-10-01 18:32:52,16376910,none,none,144.9,2118463,KFC Parow,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-25 18:44:30,14831200,restaurant_accepted,cash,69.9,2118466,KFC Scottsville,KwaZulu-Natal,2019-08-25 18:46:34,2019-08-25 19:01:34,2019-08-25 19:46:40
2019-08-26 19:18:09,14867147,restaurant_accepted,cash,55.0,2118466,Honchos - Victoria Centre,KwaZulu-Natal,2019-08-26 19:19:03,2019-08-26 19:35:03,2019-08-26 19:49:53
2019-08-28 13:54:45,14938828,none,credit,85.0,2118466,Honchos Scottsville,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-28 13:56:35,14939031,none,credit,140.0,2118466,Honchos Scottsville,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-28 14:05:34,14940003,none,instant_eft,140.0,2118466,Honchos Scottsville,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-28 14:08:24,14940344,none,none,140.0,2118466,Honchos Scottsville,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-28 14:11:08,14940594,none,instant_eft,140.0,2118466,Honchos Scottsville,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-28 14:30:15,14942456,restaurant_accepted,credit,140.0,2118466,Honchos Scottsville,KwaZulu-Natal,2019-08-28 14:33:53,2019-08-28 14:59:53,2019-08-28 14:58:04
2019-09-10 14:13:33,15501456,restaurant_accepted,cash,69.9,2118466,KFC Scottsville,KwaZulu-Natal,2019-09-10 14:14:05,2019-09-10 14:29:05,2019-09-10 14:38:06
2019-09-29 15:06:02,16279753,restaurant_accepted,cash,88.8,2118466,KFC Scottsville,KwaZulu-Natal,2019-09-29 15:08:56,2019-09-29 15:23:56,2019-09-29 15:31:01
2019-10-04 09:32:35,16472076,restaurant_accepted,credit,129.7,2118466,Fishaways Liberty Mall,KwaZulu-Natal,2019-10-04 09:43:52,2019-10-04 10:03:52,2019-10-04 10:14:55
2019-10-17 12:24:53,17015040,none,none,105.8,2118466,Fishaways Victoria Centre,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-17 12:25:04,17015057,restaurant_accepted,credit,105.8,2118466,Fishaways Victoria Centre,KwaZulu-Natal,2019-10-17 12:35:22,2019-10-17 12:51:22,2019-10-17 13:07:38
2019-10-17 19:29:59,17043450,none,none,52.9,2118466,Fishaways Victoria Centre,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-17 19:31:14,17043574,restaurant_accepted,credit,107.7,2118466,Fishaways Victoria Centre,KwaZulu-Natal,2019-10-17 19:33:49,2019-10-17 19:51:49,2019-10-17 20:06:41
2019-10-19 17:12:23,17135425,restaurant_accepted,credit,68.0,2118466,Africaz Flame Grilled Chicken Scottsville,KwaZulu-Natal,2019-10-19 17:16:33,2019-10-19 17:31:33,2019-10-19 17:39:03
2019-10-23 14:57:42,17290772,restaurant_accepted,cash,98.0,2118466,Africaz Flame Grilled Chicken Scottsville,KwaZulu-Natal,2019-10-23 14:58:20,2019-10-23 15:13:20,2019-10-23 15:52:53
2019-08-15 16:07:16,14443150,none,credit,164.9,2118468,Mochachos Vanderbijlpark,Vanderbijlpark,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-25 15:31:42,14816729,restaurant_accepted,credit,168.8,2118468,Burger King Vanderbijlpark,Vanderbijlpark,2019-08-25 15:36:13,2019-08-25 15:56:13,2019-08-25 16:07:33
2019-09-29 18:42:00,16296871,restaurant_accepted,credit,49.9,2118468,Mochachos Vanderbijlpark,Vanderbijlpark,2019-09-29 18:46:11,2019-09-29 19:13:11,2019-09-29 19:28:47
2019-10-01 20:01:41,16384388,none,credit,132.5,2118468,McDonald's Vanderbijlpark,Vanderbijlpark,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
